Player,Year,Pos,Age,G,MP,PTS,TRB,AST
Bryn Forbes,2022,SG,28,75,17.1,8.8,1.2,1.0
Carlik Jones,2022,PG,24,5,4.6,0.8,0.6,1.0
Davon Reed,2022,SG,26,48,13.9,4.4,2.3,1.1
DeMarcus Cousins,2022,C,31,48,14.9,9.0,5.6,1.5
Facundo Campazzo,2022,PG,30,65,18.2,5.1,1.8,3.4
JaMychal Green,2022,PF,31,67,16.2,6.4,4.2,0.9
James Ennis III,2022,SF,31,7,8.0,4.1,1.7,0.4
Jeff Green,2022,PF,35,75,24.7,10.3,3.1,1.3
Markus Howard,2022,SG,22,31,5.7,4.1,0.4,0.2
Michael Porter Jr.,2022,SF,23,9,29.4,9.9,6.6,1.9
Monte Morris,2022,PG,26,75,29.9,12.6,3.0,4.4
Nikola JokiÄ‡,2022,C,26,74,33.5,27.1,13.8,7.9
PJ Dozier,2022,SG,25,18,18.9,5.4,3.5,1.6
Petr Cornelie,2022,PF,26,13,2.9,1.1,1.1,0.2
Vlatko ÄŒanÄar,2022,PF,24,15,11.7,4.1,2.1,1.1
Will Barton,2022,SG,31,71,32.1,14.7,4.8,3.9
Zeke Nnaji,2022,PF,21,41,17.0,6.6,3.6,0.4
Aaron Gray,2008,C,23,61,10.0,4.3,2.8,0.7
AndrÃ©s Nocioni,2008,SF,28,82,24.6,13.2,4.2,1.2
Ben Gordon,2008,SG,24,72,31.8,18.6,3.1,3.0
Cedric Simmons,2008,PF,22,14,6.2,0.6,1.3,0.0
Chris Duhon,2008,PG,25,66,22.6,5.8,1.8,4.0
Demetris Nichols,2008,SF,23,14,3.1,1.1,0.4,0.1
Drew Gooden,2008,PF,26,69,30.8,12.0,8.6,1.2
Joakim Noah,2008,C,22,74,20.7,6.6,5.6,1.1
Kirk Hinrich,2008,PG,27,75,31.7,11.5,3.3,6.0
Larry Hughes,2008,PG-SG,29,68,29.7,12.2,3.4,2.7
Luol Deng,2008,SF,22,63,33.8,17.0,6.3,2.5
Shannon Brown,2008,SG,22,21,11.4,5.4,1.0,0.8
Thabo Sefolosha,2008,SG,23,69,20.8,6.7,3.7,1.9
Thomas Gardner,2008,SG,22,4,11.3,5.3,1.0,0.3
Tyrus Thomas,2008,PF,21,74,18.0,6.8,4.6,1.2
Viktor Khryapa,2008,PF,25,9,11.7,3.6,2.2,0.9
Aaron Gray,2009,C,24,56,12.8,3.5,3.9,0.8
Anthony Roberson,2009,PG,25,29,9.5,4.1,0.8,0.7
Ben Gordon,2009,SG,25,82,36.6,20.7,3.5,3.4
Brad Miller,2009,C,32,70,30.0,11.9,7.8,3.3
Derrick Rose,2009,PG,20,81,37.0,16.8,3.9,6.3
Joakim Noah,2009,C,23,80,24.2,6.7,7.6,1.3
John Salmons,2009,SF,29,79,37.5,18.3,4.2,3.2
Kirk Hinrich,2009,SG,28,51,26.3,9.9,2.4,3.9
Lindsey Hunter,2009,PG,38,28,9.5,2.6,0.4,1.3
Linton Johnson,2009,PF,28,10,5.5,0.9,0.8,0.2
Luol Deng,2009,SF,23,49,34.0,14.1,6.0,1.9
Tim Thomas,2009,PF,31,64,19.5,8.5,3.1,1.1
Tyrus Thomas,2009,PF,22,79,27.5,10.8,6.4,1.0
Aaron Gray,2010,C,25,32,9.7,3.3,3.3,0.7
Chris Paul,2010,PG,24,45,38.0,18.7,4.2,10.7
Darius Songaila,2010,C,31,75,18.8,7.2,3.1,0.9
Darren Collison,2010,PG,22,76,27.8,12.4,2.5,5.7
David West,2010,PF,29,81,36.4,19.0,7.5,3.0
Emeka Okafor,2010,C,27,82,28.9,10.4,9.0,0.7
James Posey,2010,SF,33,77,22.5,5.2,4.3,1.5
Jason Hart,2010,PG,31,5,4.4,0.4,0.4,1.2
Julian Wright,2010,SF,22,68,12.8,3.8,2.1,0.6
Marcus Thornton,2010,SG,22,73,25.6,14.5,2.9,1.6
Morris Peterson,2010,SG,32,46,21.2,7.1,2.7,0.9
Peja StojakoviÄ‡,2010,SF,32,62,31.4,12.6,3.7,1.5
Sean Marks,2010,C,34,14,5.4,0.7,1.6,0.1
Aaron Gray,2011,C,26,41,13.0,3.1,4.2,0.4
Carl Landry,2011,PF,27,76,26.4,11.9,4.6,0.8
Chris Paul,2011,PG,25,80,36.0,15.9,4.1,9.8
D.J. Mbenga,2011,C,30,41,8.0,1.4,2.1,0.1
David Andersen,2011,PF,30,40,9.3,3.4,2.1,0.3
David West,2011,PF,30,70,35.0,18.9,7.6,2.3
Emeka Okafor,2011,C,28,72,31.8,10.3,9.5,0.6
Jarrett Jack,2011,SG-PG,27,83,20.7,8.9,2.1,2.9
Jason Smith,2011,C,24,77,14.3,4.3,3.1,0.5
Marco Belinelli,2011,SG,24,80,24.5,10.5,1.9,1.2
Patrick Ewing,2011,SF,26,7,2.7,0.4,0.3,0.3
Pops Mensah-Bonsu,2011,PF,27,7,5.0,0.3,1.6,0.3
Quincy Pondexter,2011,SF,22,66,11.1,2.8,1.3,0.4
Trevor Ariza,2011,SF,25,75,34.7,11.0,5.4,2.2
Willie Green,2011,SG,29,77,21.7,8.7,2.1,1.0
Aaron Gray,2012,C,27,49,16.6,3.9,5.7,0.6
Alan Anderson,2012,SF,29,17,27.1,9.6,2.0,1.5
Amir Johnson,2012,PF,24,64,24.3,7.1,6.4,1.2
Andrea Bargnani,2012,C,26,31,33.3,19.5,5.5,2.0
Anthony Carter,2012,PG,36,24,8.7,2.0,1.4,1.4
Ben Uzoh,2012,PG,23,18,20.6,4.5,3.7,3.4
DeMar DeRozan,2012,SG,22,63,35.0,16.7,3.3,2.0
Ed Davis,2012,PF,22,66,23.2,6.3,6.6,0.9
Gary Forbes,2012,SG,26,48,14.9,6.6,2.1,1.1
Jamaal Magloire,2012,C,33,34,11.0,1.2,3.3,0.2
James Johnson,2012,SF,24,62,25.2,9.1,4.7,2.0
Jerryd Bayless,2012,PG,23,31,22.7,11.4,2.1,3.8
JosÃ© CalderÃ³n,2012,PG,30,53,33.9,10.5,3.0,8.8
Justin Dentmon,2012,PG,26,6,15.2,4.3,1.3,1.7
Linas Kleiza,2012,SF,27,49,21.6,9.7,4.1,0.9
Rasual Butler,2012,SF,32,34,13.3,3.2,1.9,0.6
Solomon Alabi,2012,C,23,14,8.7,2.4,3.4,0.2
Aaron Gray,2013,C,28,42,12.2,2.8,3.2,0.8
Alan Anderson,2013,SF,30,65,23.0,10.7,2.3,1.6
Amir Johnson,2013,PF,25,81,28.7,10.0,7.5,1.5
Andrea Bargnani,2013,PF,27,35,28.7,12.7,3.7,1.1
DeMar DeRozan,2013,SG,23,82,36.7,18.1,3.9,2.5
John Lucas III,2013,PG,30,63,13.1,5.3,1.0,1.7
Jonas ValanÄiÅ«nas,2013,C,20,62,23.9,8.9,6.0,0.7
Kyle Lowry,2013,PG,26,68,29.7,11.6,4.7,6.4
Landry Fields,2013,SF,24,51,20.3,4.7,4.1,1.2
Linas Kleiza,2013,SF,28,20,18.8,7.4,2.6,0.8
MickaÃ«l PiÃ©trus,2013,SF,30,19,20.3,5.3,1.9,0.5
Quincy Acy,2013,PF,22,29,11.8,4.0,2.7,0.4
Rudy Gay,2013,SF,26,75,35.8,18.2,6.1,2.7
Sebastian Telfair,2013,PG,27,59,16.6,5.6,1.4,2.6
Terrence Ross,2013,SG,21,73,17.0,6.4,2.0,0.7
Aaron Gray,2014,C,29,37,9.6,1.8,3.0,0.6
Ben McLemore,2014,SG,20,82,26.7,8.8,2.9,1.0
Carl Landry,2014,PF,30,18,12.9,4.2,3.2,0.3
DeMarcus Cousins,2014,C,23,71,32.4,22.7,11.7,2.9
Derrick Williams,2014,SF-PF,22,78,23.3,8.0,4.1,0.7
Hamady N'Diaye,2014,C,27,14,5.3,0.4,1.3,0.2
Isaiah Thomas,2014,PG,24,72,34.7,20.3,2.9,6.3
Jared Cunningham,2014,SG,22,13,6.2,2.0,0.5,0.6
Jason Thompson,2014,PF,27,82,24.5,7.1,6.4,0.6
Orlando Johnson,2014,SG,24,45,8.7,2.2,1.2,0.4
Quincy Acy,2014,SF,23,63,13.4,2.7,3.4,0.4
Ray McCallum,2014,PG,22,45,19.9,6.2,1.8,2.7
Reggie Evans,2014,PF,33,54,16.6,4.0,6.2,0.4
Royce White,2014,PF,22,3,3.0,0.0,0.0,0.0
Rudy Gay,2014,SF,27,73,34.7,20.0,6.0,2.9
Travis Outlaw,2014,SF,29,63,16.9,5.4,2.7,0.8
Aaron Harrison,2016,SG,21,21,4.4,0.9,0.7,0.1
Al Jefferson,2016,C,31,47,23.3,12.0,6.4,1.5
Cody Zeller,2016,C,23,73,24.3,8.7,6.2,1.0
Courtney Lee,2016,SG,30,79,29.5,9.6,2.6,1.7
Frank Kaminsky,2016,C,22,81,21.1,7.5,4.1,1.2
Jeremy Lamb,2016,SG,23,66,18.6,8.8,3.8,1.2
Jeremy Lin,2016,SG,27,78,26.3,11.7,3.2,3.0
Jorge GutiÃ©rrez,2016,PG,27,12,5.3,1.8,0.6,1.4
Kemba Walker,2016,PG,25,81,35.6,20.9,4.4,5.2
Marvin Williams,2016,PF,29,81,28.9,11.7,6.4,1.4
Michael Kidd-Gilchrist,2016,SF,22,7,29.3,12.7,6.4,1.3
Nicolas Batum,2016,SF,27,70,35.0,14.9,6.1,5.8
Spencer Hawes,2016,PF,27,57,18.2,6.0,4.3,1.9
Troy Daniels,2016,SG,24,43,11.1,5.6,1.3,0.5
Tyler Hansbrough,2016,PF,30,44,7.8,2.4,2.0,0.2
Aaron Harrison,2017,SG,22,5,3.4,0.2,0.6,0.6
Brian Roberts,2017,PG,31,41,10.1,3.5,1.0,1.3
Briante Weber,2017,PG,24,20,10.3,3.1,1.3,1.1
Christian Wood,2017,PF,21,13,8.2,2.7,2.2,0.2
Cody Zeller,2017,C,24,62,27.8,10.3,6.5,1.6
Frank Kaminsky,2017,C,23,75,26.1,11.7,4.5,2.2
Jeremy Lamb,2017,SG,24,62,18.4,9.7,4.3,1.2
Johnny O'Bryant,2017,PF,23,11,7.3,3.5,1.7,0.5
Kemba Walker,2017,PG,26,79,34.7,23.2,3.9,5.5
Marco Belinelli,2017,SG,30,74,24.0,10.5,2.4,2.0
Marvin Williams,2017,PF,30,76,30.2,11.2,6.6,1.4
Michael Kidd-Gilchrist,2017,SF,23,81,29.0,9.2,7.0,1.4
Mike Tobey,2017,C,22,2,12.5,1.0,1.5,0.5
Miles Plumlee,2017,C,28,45,10.8,2.5,2.1,0.5
Nicolas Batum,2017,SG,28,77,34.0,15.1,6.2,5.9
Ramon Sessions,2017,PG,30,50,16.2,6.2,1.5,2.6
Treveon Graham,2017,SG,23,27,7.0,2.1,0.8,0.2
Aaron Harrison,2018,SG,23,9,25.9,6.7,2.7,1.2
Dennis Smith Jr.,2018,PG,20,69,29.7,15.2,3.8,5.2
Dirk Nowitzki,2018,C,39,77,24.7,12.0,5.7,1.6
Dorian Finney-Smith,2018,PF,24,21,21.3,5.9,3.6,1.2
Doug McDermott,2018,SF,26,81,21.8,7.8,2.5,1.0
Dwight Powell,2018,C,26,79,21.2,8.5,5.6,1.2
Gian Clavell,2018,SG,24,7,9.1,2.9,1.0,0.4
Harrison Barnes,2018,PF,25,77,34.2,18.9,6.1,2.0
J.J. Barea,2018,PG,33,69,23.2,11.6,2.9,6.3
Jalen Jones,2018,SF,24,16,11.3,4.6,2.4,0.3
Jameel Warney,2018,PF,24,3,9.0,5.7,3.0,0.0
Jeff Withey,2018,C,27,9,4.3,1.7,1.1,0.0
Johnathan Motley,2018,PF,22,11,16.0,8.7,4.5,0.6
Josh McRoberts,2018,PF,30,2,3.0,0.0,0.0,0.0
Kyle Collinsworth,2018,SF,26,32,15.0,3.2,3.3,1.8
Maxi Kleber,2018,PF,26,72,16.8,5.4,3.3,0.7
Nerlens Noel,2018,C,23,30,15.7,4.4,5.6,0.7
Salah Mejri,2018,C,31,61,12.0,3.5,4.0,0.6
Scotty Hopson,2018,SG,28,1,8.0,1.0,0.0,1.0
Wesley Matthews,2018,SF,31,63,33.8,12.7,3.1,2.7
Yogi Ferrell,2018,SG,24,82,27.8,10.2,3.0,2.5
Aaron Henry,2022,SF,22,6,2.8,0.3,0.2,0.0
Charles Bassey,2022,C,21,23,7.3,3.0,2.7,0.3
Charlie Brown Jr.,2022,SG,24,22,8.1,1.4,1.5,0.3
Danny Green,2022,SF,34,62,21.8,5.9,2.5,1.0
DeAndre Jordan,2022,C,33,48,13.0,4.3,5.5,0.4
Furkan Korkmaz,2022,SG,24,67,21.1,7.6,2.6,1.9
Georges Niang,2022,PF,28,76,22.8,9.2,2.7,1.3
Isaiah Joe,2022,SG,22,55,11.1,3.6,1.0,0.6
Jaden Springer,2022,SG,19,2,3.0,1.0,1.0,0.0
James Harden,2022,PG,32,65,37.2,22.0,7.7,10.3
Joel Embiid,2022,C,27,68,33.8,30.6,11.7,4.2
Matisse Thybulle,2022,SG,24,66,25.5,5.7,2.3,1.1
Myles Powell,2022,PG,24,11,4.7,1.2,0.5,0.3
Paul Millsap,2022,C,36,33,11.4,3.5,3.5,0.9
Paul Reed,2022,C,22,38,7.9,3.1,2.4,0.4
Shake Milton,2022,SG,25,55,21.4,8.2,2.6,2.5
Tobias Harris,2022,PF,29,73,34.8,17.2,6.8,3.5
Tyrese Maxey,2022,PG,21,75,35.3,17.5,3.2,4.3
Willie Cauley-Stein,2022,C,28,20,9.2,1.7,2.0,0.5
Aaron Holiday,2019,PG,22,50,12.9,5.9,1.3,1.7
Alize Johnson,2019,PF,22,14,4.6,0.9,1.4,0.1
Bojan BogdanoviÄ‡,2019,SF,29,81,31.8,18.0,4.1,2.0
Cory Joseph,2019,PG,27,82,25.2,6.5,3.4,3.9
Darren Collison,2019,PG,31,76,28.2,11.2,3.1,6.0
Davon Reed,2019,SG,23,10,4.7,1.2,0.6,0.3
Domantas Sabonis,2019,C,22,74,24.8,14.1,9.3,2.9
Doug McDermott,2019,SF,27,77,17.4,7.3,1.4,0.9
Edmond Sumner,2019,PG,23,23,9.1,2.9,1.0,0.4
Ike Anigbogu,2019,C,20,3,2.0,0.0,1.0,0.3
Kyle O'Quinn,2019,C,28,45,8.2,3.5,2.6,1.2
Myles Turner,2019,C,22,74,28.6,13.3,7.2,1.6
T.J. Leaf,2019,PF,21,58,9.0,3.9,2.2,0.4
Thaddeus Young,2019,PF,30,81,30.7,12.6,6.5,2.5
Tyreke Evans,2019,SG,29,69,20.3,10.2,2.9,2.4
Victor Oladipo,2019,SG,26,36,31.9,18.8,5.6,5.2
Wesley Matthews,2019,SF-SG,32,69,30.3,12.2,2.5,2.3
Aaron Holiday,2020,PG,23,66,24.5,9.5,2.4,3.4
Alize Johnson,2020,PF,23,17,6.9,2.0,2.8,0.4
Brian Bowen,2020,SF,21,6,5.2,1.0,1.2,0.0
Domantas Sabonis,2020,PF,23,62,34.8,18.5,12.4,5.0
Doug McDermott,2020,PF,28,69,19.9,10.3,2.5,1.1
Edmond Sumner,2020,SG,24,31,14.4,4.9,1.5,1.8
Goga Bitadze,2020,C,20,54,8.7,3.2,2.0,0.4
JaKarr Sampson,2020,PF,26,34,13.9,4.6,2.6,0.6
Jeremy Lamb,2020,SG,27,46,28.1,12.5,4.3,2.1
Justin Holiday,2020,SF,30,73,25.0,8.3,3.3,1.3
Malcolm Brogdon,2020,PG,27,54,30.9,16.5,4.9,7.1
Myles Turner,2020,C,23,62,29.5,12.1,6.6,1.2
Naz Mitrou-Long,2020,SG,26,5,9.4,2.8,1.4,1.6
T.J. Leaf,2020,PF,22,28,7.9,3.0,2.5,0.3
T.J. McConnell,2020,PG,27,71,18.7,6.5,2.7,5.0
T.J. Warren,2020,SF,26,67,32.9,19.8,4.2,1.5
Victor Oladipo,2020,SG,27,19,27.8,14.5,3.9,2.9
Aaron Holiday,2021,PG,24,66,17.8,7.2,1.3,1.9
Amida Brimah,2021,C,26,5,5.8,2.6,1.6,0.2
Brian Bowen,2021,SF,22,6,2.5,0.5,0.5,0.0
Caris LeVert,2021,SG,26,47,31.6,20.2,4.6,5.2
Cassius Stanley,2021,SG,21,24,3.9,1.5,0.8,0.0
Domantas Sabonis,2021,PF,24,62,36.0,20.3,12.0,6.7
Doug McDermott,2021,PF,29,66,24.5,13.6,3.3,1.3
Edmond Sumner,2021,SG,25,53,16.2,7.5,1.8,0.9
Goga Bitadze,2021,C,21,45,12.5,5.1,3.3,0.8
JaKarr Sampson,2021,PF,27,29,10.9,4.6,2.7,0.1
Jalen Lecque,2021,PG,20,4,3.0,1.3,1.3,0.5
Jeremy Lamb,2021,SG,28,36,21.3,10.1,3.6,1.5
Justin Holiday,2021,SG,31,72,30.3,10.5,3.6,1.7
Kelan Martin,2021,SF,25,35,9.2,4.5,2.2,0.5
Malcolm Brogdon,2021,PG,28,56,34.5,21.2,5.3,5.9
Myles Turner,2021,C,24,47,31.0,12.6,6.5,1.0
Oshae Brissett,2021,SF,22,21,24.7,10.9,5.5,0.9
T.J. McConnell,2021,PG,28,69,26.0,8.6,3.7,6.6
T.J. Warren,2021,SF,27,4,29.3,15.5,3.5,1.3
Aaron Holiday,2022,PG,25,63,16.2,6.3,1.9,2.4
Abdel Nader,2022,SF,28,14,10.4,2.4,1.9,0.5
Bismack Biyombo,2022,C,29,36,14.1,5.8,4.6,0.6
Cameron Johnson,2022,PF,25,66,26.2,12.5,4.1,1.5
Cameron Payne,2022,PG,27,58,22.0,10.8,3.0,4.9
Chandler Hutchison,2022,SF,25,6,3.7,0.7,0.8,0.3
Chris Paul,2022,PG,36,65,32.9,14.7,4.4,10.8
Deandre Ayton,2022,C,23,58,29.5,17.2,10.2,1.4
Devin Booker,2022,SG,25,68,34.5,26.8,5.0,4.8
Elfrid Payton,2022,PG,27,50,11.0,3.0,1.8,2.0
Emanuel Terry,2022,PF,25,3,6.0,0.0,5.0,0.7
Frank Kaminsky,2022,C,28,9,20.1,10.6,4.6,1.4
Gabriel Lundberg,2022,SG,27,4,11.0,3.3,1.8,2.8
Ish Wainright,2022,PF,27,45,8.0,2.4,1.2,0.3
JaVale McGee,2022,C,34,74,15.8,9.2,6.7,0.6
Jae Crowder,2022,PF,31,67,28.1,9.4,5.3,1.9
Justin Jackson,2022,SF,26,7,5.1,2.1,1.0,0.3
Landry Shamet,2022,SG,24,69,20.8,8.3,1.8,1.6
M.J. Walker,2022,SG,23,2,4.0,0.0,0.5,0.5
Mikal Bridges,2022,SF,25,82,34.8,14.2,4.2,2.3
Paris Bass,2022,SF,26,2,3.5,3.0,2.0,0.0
Torrey Craig,2022,SF,31,78,20.5,6.6,4.0,1.2
Aaron Jackson,2018,PG,31,1,35.0,8.0,3.0,1.0
Bobby Brown,2018,PG,33,20,5.8,2.5,0.4,0.6
Brandan Wright,2018,PF,30,28,13.6,5.0,3.4,0.5
Chinanu Onuaku,2018,C,21,1,22.0,4.0,4.0,1.0
Chris Paul,2018,PG,32,58,31.8,18.6,5.4,7.9
Clint Capela,2018,C,23,74,27.5,13.9,10.8,0.9
Eric Gordon,2018,SG,29,69,31.2,18.0,2.5,2.2
Gerald Green,2018,SG,32,41,22.7,12.1,3.2,0.6
James Harden,2018,SG,28,72,35.4,30.4,5.4,8.8
Joe Johnson,2018,SF,36,55,21.9,6.8,3.1,1.5
Luc Mbah a Moute,2018,PF,31,61,25.6,7.5,3.0,0.9
Markel Brown,2018,SG,26,4,7.8,1.3,1.3,0.5
NenÃª,2018,C,35,52,14.6,6.5,3.4,0.9
P.J. Tucker,2018,PF,32,82,27.8,6.1,5.6,0.9
R.J. Hunter,2018,SG,24,5,9.0,3.8,1.0,0.6
Ryan Anderson,2018,PF,29,66,26.1,9.3,5.0,0.9
Tarik Black,2018,C,26,51,10.5,3.5,3.2,0.3
Tim Quarterman,2018,SG,23,3,4.3,1.3,1.0,0.3
Trevor Ariza,2018,SF,32,67,33.9,11.7,4.4,1.6
Zhou Qi,2018,C,22,18,6.9,1.2,1.2,0.1
Aaron McKie,2003,SF,30,80,29.7,9.0,4.4,3.5
Allen Iverson,2003,SG,27,82,42.5,27.6,4.2,5.5
Brian Skinner,2003,PF,26,77,17.9,6.0,4.8,0.2
Derrick Coleman,2003,C,35,64,27.2,9.4,7.0,1.4
Efthimios Rentzias,2003,C,27,35,4.1,1.5,0.7,0.2
Eric Snow,2003,PG,29,82,37.9,12.9,3.7,6.6
Greg Buckner,2003,SG,26,75,20.2,6.0,2.9,1.3
John Salmons,2003,PG,23,64,7.9,2.1,0.9,0.7
Keith Van Horn,2003,PF,27,74,31.6,15.9,7.1,1.3
Kenny Satterfield,2003,PG,21,39,12.9,3.4,1.1,1.7
Kenny Thomas,2003,PF,25,66,30.0,10.1,8.0,1.7
Monty Williams,2003,SF,31,21,13.1,4.4,2.1,1.2
Todd MacCulloch,2003,C,27,42,19.3,7.1,4.7,0.5
Tyrone Hill,2003,PF,34,56,24.1,5.6,7.0,0.7
Aaron McKie,2004,SF,31,75,28.2,9.2,3.4,2.6
Allen Iverson,2004,SG,28,48,42.5,26.4,3.7,6.8
Amal McCaskill,2004,C,30,59,10.8,1.9,2.3,0.3
Derrick Coleman,2004,C,36,34,24.8,8.0,5.6,1.4
Eric Snow,2004,PG,30,82,36.2,10.3,3.4,6.9
Glenn Robinson,2004,SF,31,42,31.8,16.6,4.5,1.4
Greg Buckner,2004,SG,27,53,13.3,3.1,1.9,0.8
John Salmons,2004,SG,24,77,20.8,5.8,2.5,1.7
Kenny Thomas,2004,PF,26,74,36.5,13.6,10.1,1.5
Kyle Korver,2004,SF,22,74,11.9,4.5,1.5,0.5
Marc Jackson,2004,PF,29,22,27.2,9.4,5.7,0.8
Samuel Dalembert,2004,C,22,82,26.8,8.0,7.6,0.3
Willie Green,2004,SG,22,53,14.5,6.9,1.2,1.0
Zendon Hamilton,2004,C,28,46,10.3,3.7,3.2,0.3
Aaron McKie,2005,SG,32,68,16.4,2.2,2.5,1.5
Allen Iverson,2005,PG,29,75,42.3,30.7,4.0,7.9
Andre Iguodala,2005,SG,21,82,32.8,9.0,5.7,3.0
Chris Webber,2005,PF,31,67,35.4,19.5,9.1,4.7
John Salmons,2005,SG,25,58,17.1,4.1,2.1,2.0
Josh Davis,2005,PF,24,42,7.8,2.8,1.9,0.3
Kedrick Brown,2005,SF,23,8,6.9,1.5,1.4,0.5
Kevin Ollie,2005,PG,32,26,6.1,1.1,0.7,0.7
Kyle Korver,2005,SF,23,82,32.5,11.5,4.6,2.2
Marc Jackson,2005,C,30,81,24.4,12.0,5.0,1.0
Michael Bradley,2005,PF,25,18,6.6,1.8,1.6,0.3
Rodney Rogers,2005,SF-PF,33,58,23.6,7.7,4.2,1.5
Samuel Dalembert,2005,C,23,72,24.8,8.2,7.5,0.5
Willie Green,2005,SG,23,57,18.7,7.7,2.3,1.8
Aaron McKie,2006,PG,33,14,8.6,0.5,1.4,0.8
Andrew Bynum,2006,C,18,46,7.3,1.6,1.7,0.2
Brian Cook,2006,PF,25,81,19.0,7.9,3.4,0.9
Chris Mihm,2006,C,26,59,26.1,10.2,6.3,1.0
Devean George,2006,SF,28,71,21.7,6.3,3.9,1.0
Devin Green,2006,SG,23,27,5.0,0.9,0.9,0.3
Jim Jackson,2006,SF,35,40,12.8,3.0,1.9,0.9
Kobe Bryant,2006,SG,27,80,41.0,35.4,5.3,4.5
Kwame Brown,2006,C,23,72,27.5,7.4,6.6,1.0
Lamar Odom,2006,PF,26,80,40.3,14.8,9.2,5.5
Laron Profit,2006,SG,28,25,11.2,4.2,1.7,0.6
Luke Walton,2006,SF,25,69,19.3,5.0,3.6,2.3
Ronny Turiaf,2006,C,23,23,7.0,2.0,1.6,0.3
Sasha VujaÄiÄ‡,2006,PG,21,82,17.7,3.9,1.9,1.7
Smush Parker,2006,PG,24,82,33.8,11.5,3.3,3.7
Stanislav Medvedenko,2006,PF,26,2,3.0,1.0,0.0,0.5
Von Wafer,2006,SG,20,16,4.6,1.3,0.5,0.3
Aaron McKie,2007,SF,34,10,13.1,2.2,1.8,1.3
Andrew Bynum,2007,C,19,82,21.9,7.8,5.9,1.1
Brian Cook,2007,PF,26,65,15.7,6.9,3.3,1.0
Jordan Farmar,2007,PG,20,72,15.1,4.4,1.7,1.9
Kobe Bryant,2007,SG,28,77,40.8,31.6,5.7,5.4
Kwame Brown,2007,C,24,41,27.6,8.4,6.0,1.8
Lamar Odom,2007,PF,27,56,39.3,15.9,9.8,4.8
Luke Walton,2007,SF,26,60,33.0,11.4,5.0,4.3
Maurice Evans,2007,SG,28,76,22.8,8.4,2.9,1.0
Ronny Turiaf,2007,C,24,72,15.1,5.3,3.6,0.9
Sasha VujaÄiÄ‡,2007,SG,22,73,12.8,4.3,1.5,0.9
Shammond Williams,2007,PG,31,30,11.5,3.1,1.3,1.0
Smush Parker,2007,PG,25,82,30.0,11.1,2.5,2.8
Vladimir RadmanoviÄ‡,2007,PF,26,55,17.9,6.6,3.3,1.2
Aaron Miles,2006,PG,22,19,6.2,0.8,0.7,1.3
Adonal Foyle,2006,C,30,77,23.7,4.5,5.5,0.4
Andris BiedriÅ†Å¡,2006,C,19,68,14.7,3.8,4.2,0.4
Baron Davis,2006,PG,26,54,36.5,17.9,4.4,8.9
Calbert Cheaney,2006,SF,34,42,10.7,2.2,1.5,0.5
Chris Taft,2006,C,20,17,8.5,2.8,2.1,0.1
Derek Fisher,2006,PG,31,82,31.6,13.3,2.6,4.3
Ike Diogu,2006,PF,22,69,14.9,7.0,3.3,0.4
Jason Richardson,2006,SG,25,75,38.4,23.2,5.8,3.1
MickaÃ«l PiÃ©trus,2006,SF,23,52,22.7,9.3,3.1,0.8
Mike Dunleavy,2006,SF,25,81,31.8,11.5,4.9,2.9
Monta Ellis,2006,SG,20,49,18.1,6.8,2.1,1.6
Troy Murphy,2006,PF,25,74,34.0,14.0,10.0,1.4
Will Bynum,2006,PG,23,15,10.8,3.6,0.8,1.3
Å½arko ÄŒabarkapa,2006,PF,24,61,8.3,3.3,1.8,0.3
Aaron Nesmith,2021,SF,21,46,14.5,4.7,2.8,0.5
Carsen Edwards,2021,SG,22,31,8.9,4.0,0.8,0.5
Evan Fournier,2021,SF,28,42,30.0,17.1,3.0,3.4
Grant Williams,2021,PF,22,63,18.1,4.7,2.8,1.0
Jabari Parker,2021,PF,25,13,12.7,5.5,3.2,0.8
Jaylen Brown,2021,SG,24,58,34.5,24.7,6.0,3.4
Jayson Tatum,2021,SF,22,64,35.8,26.4,7.4,4.3
Kemba Walker,2021,PG,30,43,31.8,19.3,4.0,4.9
Luke Kornet,2021,C,25,31,11.2,3.4,2.2,0.8
Marcus Smart,2021,PG,26,48,32.9,13.1,3.5,5.7
Payton Pritchard,2021,SG,23,66,19.2,7.7,2.4,1.8
Robert Williams,2021,C,23,52,18.9,8.0,6.9,1.8
Romeo Langford,2021,SG,21,18,15.7,3.1,1.9,0.7
Semi Ojeleye,2021,PF,26,56,17.0,4.6,2.6,0.7
Tacko Fall,2021,C,25,19,7.2,2.5,2.7,0.2
Tremont Waters,2021,PG,23,26,9.2,3.8,0.8,2.4
Tristan Thompson,2021,PF,29,54,23.8,7.6,8.1,1.2
Aaron Nesmith,2022,SF,22,52,11.0,3.8,1.7,0.4
Al Horford,2022,C,35,69,29.1,10.2,7.7,3.4
Brodric Thomas,2022,SG,25,12,5.0,1.8,0.8,0.9
C.J. Miles,2022,SG,34,1,2.0,0.0,0.0,0.0
Daniel Theis,2022,C,29,47,20.8,8.2,4.9,0.9
Derrick White,2022,SG,27,75,29.3,13.2,3.5,4.9
Enes Freedom,2022,C,29,35,11.7,3.7,4.6,0.2
Grant Williams,2022,PF,23,77,24.4,7.8,3.6,1.0
Jabari Parker,2022,PF,26,12,9.3,4.4,2.3,0.5
Jaylen Brown,2022,SF,25,66,33.6,23.6,6.1,3.5
